city,timestamp,temperature,season
New York,2010-01-01,0.03795444358148241,winter
New York,2010-01-02,3.187723478011822,winter
New York,2010-01-03,-8.926791614824808,winter
New York,2010-01-04,4.617978215924936,winter
New York,2010-01-05,2.426559304567764,winter
New York,2010-01-06,4.471154654216267,winter
New York,2010-01-07,8.11545299768375,winter
New York,2010-01-08,-6.296343497837453,winter
New York,2010-01-09,-5.375339927640599,winter
New York,2010-01-10,-2.556385911171531,winter
New York,2010-01-11,5.478262242622526,winter
New York,2010-01-12,-5.101179245243491,winter
New York,2010-01-13,-3.2048828487929604,winter
New York,2010-01-14,1.0076860505544207,winter
New York,2010-01-15,-6.601722244176957,winter
New York,2010-01-16,-4.858823509741753,winter
New York,2010-01-17,0.17461612254483558,winter
New York,2010-01-18,0.026011127114958645,winter
New York,2010-01-19,-6.059648353937832,winter
New York,2010-01-20,3.458371446693283,winter
New York,2010-01-21,5.18238240241325,winter
New York,2010-01-22,2.9549271717523746,winter
New York,2010-01-23,0.8571779404373239,winter
New York,2010-01-24,1.1091522982786663,winter
New York,2010-01-25,-1.0783057586552058,winter
New York,2010-01-26,2.1101641326620237,winter
New York,2010-01-27,-1.3646374975950726,winter
New York,2010-01-28,2.9742988753376896,winter
New York,2010-01-29,5.436212202393225,winter
New York,2010-01-30,-2.505361966600592,winter
New York,2010-01-31,-3.293477872461853,winter
New York,2010-02-01,-2.4663401653964168,winter
New York,2010-02-02,6.507948373595628,winter
New York,2010-02-03,7.1956644711660775,winter
New York,2010-02-04,4.761628686067219,winter
New York,2010-02-05,3.223450804441393,winter
New York,2010-02-06,-5.762608625459455,winter
New York,2010-02-07,-1.449743802818224,winter
New York,2010-02-08,-13.066467781725882,winter
New York,2010-02-09,-0.429578102949852,winter
New York,2010-02-10,1.6703891124850143,winter
New York,2010-02-11,0.42398356517959124,winter
New York,2010-02-12,4.996986972222836,winter
New York,2010-02-13,1.5244443069260993,winter
New York,2010-02-14,-1.8925615767236441,winter
New York,2010-02-15,-4.425809535817711,winter
New York,2010-02-16,6.461585199863969,winter
New York,2010-02-17,-3.4993285263652756,winter
New York,2010-02-18,-3.2439436736472165,winter
New York,2010-02-19,6.352186500286324,winter
New York,2010-02-20,9.026389164487544,winter
New York,2010-02-21,-3.5137796638182244,winter
New York,2010-02-22,5.431342949985121,winter
New York,2010-02-23,-3.9429159975547545,winter
New York,2010-02-24,-9.139790230454551,winter
New York,2010-02-25,-6.918920262643464,winter
New York,2010-02-26,-4.2058406686513035,winter
New York,2010-02-27,-4.135548182801546,winter
New York,2010-02-28,8.563503620381628,winter
New York,2010-03-01,15.09975670563093,spring
New York,2010-03-02,11.336691006720098,spring
New York,2010-03-03,2.1326835653561895,spring
New York,2010-03-04,17.56025930210275,spring
New York,2010-03-05,9.118329404398189,spring
New York,2010-03-06,6.335820379711943,spring
New York,2010-03-07,16.061129420731017,spring
New York,2010-03-08,9.59091662216878,spring
New York,2010-03-09,7.522134780303749,spring
New York,2010-03-10,12.58571788223545,spring
New York,2010-03-11,13.765939964076935,spring
New York,2010-03-12,6.7981436525885215,spring
New York,2010-03-13,7.270510483772438,spring
New York,2010-03-14,4.24278100755039,spring
New York,2010-03-15,9.164138157704706,spring
New York,2010-03-16,11.161745405755411,spring
New York,2010-03-17,6.711731977353747,spring
New York,2010-03-18,19.062901660333488,spring
New York,2010-03-19,4.109132489282155,spring
New York,2010-03-20,10.866121101639262,spring
New York,2010-03-21,9.030531633084227,spring
New York,2010-03-22,0.5554253984679445,spring
